"","p_val","avg_logFC","pct_in_cluster","pct_out_cluster","p_val_adj","avg_UMI_in_cluster","avg_UMI_out_cluster","cluster","gene"
"57",8.17e-12,-0.999847992,0.082,0.137,2.68e-07,0.099964436,1.19969709,2,"HLA-DRB1"
"58",2.54e-11,-1.794195833,0.116,0.122,8.32e-07,0.104924365,2.83212189,2,"IGFBP7"
"59",1.63e-10,-1.618230322,0.133,0.144,5.33e-06,0.117284174,2.430042603,2,"HSPA1A"
"60",8.59e-08,-0.760782979,0.226,0.218,0.002813545,0.476375913,1.50158606,2,"MGP"
"61",1.94e-68,0.901613508,0.994,0.977,6.34e-64,24.06507946,12.41702952,3,"ALDOA"
"62",1.45e-57,0.900929463,0.66,0.469,4.74e-53,2.490380174,0.869243766,3,"ERO1L"
"63",9.31e-51,1.078744065,0.592,0.304,3.05e-46,2.385533939,0.602849885,3,"EGLN3"
"64",9.92e-49,0.878466442,0.88,0.82,3.25e-44,7.34174549,3.537453487,3,"LDHA"
"65",7.93e-46,0.89594671,0.65,0.411,2.6e-41,2.404349496,0.829478478,3,"AMIGO2"
"66",7.26e-44,0.975654221,0.984,0.95,2.38e-39,34.01290172,16.80438262,3,"IGFBP3"
"67",9.93e-33,1.004672989,0.417,0.209,3.25e-28,1.952700301,0.471575887,3,"MB"
"68",9.98e-25,1.345630699,0.55,0.443,3.27e-20,5.963335698,1.739946793,3,"HCCAT3"
"69",1.6e-20,0.882929719,0.405,0.227,5.24e-16,2.135087687,0.700048701,3,"SLC2A3"
"70",2.65e-13,0.877980127,0.841,0.834,8.68e-09,11.35916251,5.724975228,3,"HSPB1"
"71",1.21e-160,-1.194934898,1,1,3.97e-156,61.29065393,141.6047978,3,"MT-CO1"
"72",2.01e-150,-1.257011076,0.997,1,6.58e-146,40.14272961,97.33115496,3,"MT-CO3"
"73",1.43e-136,-1.18289476,0.997,1,4.68e-132,43.25411043,99.47092937,3,"MT-CO2"
"74",3.24e-121,-1.327303794,0.945,0.996,1.06e-116,14.37581494,37.58303606,3,"MT-ATP6"
"75",5.43e-11,-1.129078086,0.463,0.649,1.78e-06,2.160460599,5.912525584,3,"HIST1H4C"
"76",1.03e-08,-1.413861524,0.061,0.165,0.000338352,0.081467998,1.881564872,3,"IFITM3"
"77",5.02e-06,-1.079094151,0.117,0.216,0.164366421,0.441356624,2.04516729,3,"IFI27"
"78",5.8e-05,-1.532993044,0.078,0.149,1,0.115482417,2.228045284,3,"HSPA1A"
"79",0.000100218,-1.705501861,0.068,0.126,1,0.101976479,2.594012162,3,"IGFBP7"
"80",0.000463733,-1.2944239,0.184,0.241,1,0.411669205,2.46252854,3,"CD74"
"81",2.53e-168,3.700584507,0.956,0.022,8.27e-164,12.31820712,0.024374659,4,"RAMP2"
"82",1.54e-146,4.858235622,0.978,0.097,5.03e-142,54.31626936,0.907120939,4,"IGFBP7"
"83",5.27e-142,4.257393353,1,0.132,1.73e-137,33.74726859,0.816843706,4,"IFITM3"
"84",7.18e-137,4.296266007,1,0.063,2.35e-132,29.52746972,0.553766922,4,"VIM"
"85",8.75e-130,3.927566412,0.767,0.02,2.86e-125,14.53055771,0.020638042,4,"DARC"
"86",1.62e-129,4.140854967,0.989,0.184,5.31e-125,34.15104736,0.99258436,4,"IFI27"
"87",1.52e-128,4.42939753,0.744,0.02,4.97e-124,21.1022081,0.025779804,4,"SELE"
"88",6.01e-126,4.072301726,0.978,0.215,1.97e-121,37.45791525,1.286129181,4,"CD74"
"89",3.85e-123,3.915217789,0.978,0.104,1.26e-118,20.91621108,0.452671715,4,"HLA-DRB1"
"90",1.77e-84,3.731909811,0.9,0.121,5.8e-80,29.17387144,1.270984873,4,"HSPA1A"
"91",9.24e-151,-2.971926394,0.867,0.997,3.03e-146,6.039953054,54.23428706,4,"KRT19"
"92",4.81e-150,-3.021703714,0.911,0.993,1.57e-145,5.539602305,52.10981569,4,"KRT7"
"93",9.35e-140,-3.226781189,0.989,1,3.06e-135,13.60406972,135.7199292,4,"SPINK1"
"94",1.72e-129,-2.946709277,0.656,0.99,5.64e-125,2.751042021,27.92010134,4,"KRT8"
"95",1.26e-113,-2.817836657,0.644,0.989,4.11e-109,3.504938503,30.76451461,4,"KRT18"
"96",9.71e-111,-2.740554063,0.456,0.979,3.18e-106,1.359269961,14.7676371,4,"MGST1"
"97",7.64e-79,-2.566772845,0.656,0.976,2.5e-74,2.995398971,22.67204467,4,"UPK1B"
"98",4.94e-70,-2.500692679,0.622,0.979,1.62e-65,2.639375365,19.59730298,4,"PSCA"
"99",5.65e-54,-2.646861265,0.489,0.966,1.85e-49,2.172153188,18.86729713,4,"IGFBP3"
"100",3.62e-32,-2.863628638,0.511,0.918,1.18e-27,1.791931756,19.32089889,4,"KRT14"
"101",1.18e-108,6.520841493,0.818,0.035,3.87e-104,94.65074797,0.041644402,5,"LUM"
"102",6.98e-67,5.546885596,0.788,0.042,2.29e-62,52.07736068,0.135351589,5,"COL1A2"
"103",1.07e-61,5.618679514,0.818,0.027,3.49e-57,53.03516003,0.099728227,5,"COL1A1"
"104",1.09e-61,5.515936563,0.818,0.014,3.57e-57,47.0356434,0.04978715,5,"DCN"
"105",6.32e-57,4.055176719,0.788,0.015,2.07e-52,16.14175088,0.031158317,5,"RARRES2"
"106",2.16e-53,4.963274492,0.758,0.026,7.07e-49,33.49406607,0.105732035,5,"COL3A1"
"107",1.04e-42,4.935520919,0.576,0.039,3.4e-38,31.78942556,0.071504421,5,"CFD"
"108",5.41e-29,4.049566344,0.636,0.215,1.77e-24,32.31768245,1.012027192,5,"MGP"
"109",1.85e-25,4.042285153,0.303,0.041,6.07e-21,16.33277474,0.052007923,5,"MMP11"
"110",1.55e-24,4.599191372,0.303,0.011,5.08e-20,23.89508745,0.027115061,5,"CXCL14"
"111",5.58e-30,-2.155474868,0.97,1,1.83e-25,29.17545461,133.4362569,5,"SPINK1"
"112",6.92e-29,-1.971905761,0.727,0.986,2.26e-24,6.153945661,27.06392556,5,"S100P"
"113",1.41e-25,-1.844903075,1,0.999,4.61e-21,25.69813136,94.90738073,5,"MT-CO2"
"114",3.03e-23,-2.094159637,0.636,0.979,9.91e-19,3.835822939,19.64787002,5,"CLDN4"
"115",3.29e-17,-1.846735629,0.788,0.971,1.08e-12,4.638765924,19.28181818,5,"PSCA"
"116",7.9e-17,-1.819159727,0.636,0.948,2.59e-12,2.680277131,11.98680046,5,"ELF3"
"117",8.87e-15,-1.951292861,0.545,0.922,2.9e-10,1.442575283,8.445949936,5,"TACSTD2"
"118",1.54e-14,-1.889392173,0.333,0.872,5.04e-10,0.731584701,5.415159488,5,"UPK2"
"119",6.03e-14,-1.801360583,0.273,0.849,1.97e-09,0.629366107,4.679135708,5,"CLDN3"
"120",8.63e-07,-1.971483211,0.697,0.916,0.028242284,4.128149937,19.11112184,5,"CRCT1"
"121",1.8e-38,1.972625853,0.623,0.047,5.88e-34,3.477254773,0.140754672,6,"CYBA"
"122",5.86e-29,2.553257417,0.232,0.011,1.92e-24,4.936090585,0.011331304,6,"LTF"
"123",9.78e-29,3.196734855,0.681,0.226,3.2e-24,24.6214695,1.79441533,6,"CD74"
"124",1.91e-28,1.92040702,0.261,0.013,6.25e-24,2.853713566,0.018073926,6,"HMGCS2"
"125",1.38e-26,1.848417904,0.261,0.01,4.51e-22,2.646452447,0.012607922,6,"SERPINA1"
"126",3.82e-26,1.868929162,0.464,0.037,1.25e-21,3.245399308,0.162290819,6,"RARRES1"
"127",4.24e-26,2.210841611,0.594,0.293,1.39e-21,7.432542303,0.821498794,6,"CRABP2"
"128",3.35e-25,1.939094796,0.333,0.043,1.1e-20,3.127780759,0.076442718,6,"BIRC3"
"129",1.54e-21,2.332533223,0.551,0.126,5.05e-17,7.753085707,0.737795687,6,"HLA-DRA"
"130",2.63e-21,2.379728724,0.565,0.118,8.62e-17,8.615761267,0.847625488,6,"HLA-DRB1"
"131",6.33e-56,-1.714104101,0.913,0.985,2.07e-51,7.615040007,27.26532925,6,"S100P"
"132",4.98e-54,-1.973354373,0.841,0.97,1.63e-49,4.985020299,22.50198183,6,"UPK1B"
"133",1.37e-34,-2.120228924,0.609,0.927,4.48e-30,2.403260395,13.7961145,6,"IGF2"
"134",2.77e-24,-1.98497915,0.435,0.869,9.06e-20,1.0653959,7.176013043,6,"CAV1"
"135",5.74e-23,-1.858097192,0.812,0.956,1.88e-18,4.436999328,18.71071004,6,"IGFBP3"
"136",6.18e-18,-2.011149869,0.638,0.899,2.02e-13,2.073251618,11.38838106,6,"ID1"
"137",3.79e-16,-2.084628288,0.739,0.91,1.24e-11,3.754120688,19.16535383,6,"KRT14"
"138",4.06e-15,-2.165451649,0.768,0.917,1.33e-10,3.523036645,19.29065221,6,"CRCT1"
"139",1.68e-14,-1.881696535,0.551,0.851,5.51e-10,1.532037834,8.330765832,6,"FN1"
"140",2.72e-14,-1.620065405,0.464,0.802,8.9e-10,1.100582002,5.456957412,6,"ADM"
"141",1.2e-126,4.53667011,1,0.222,3.94e-122,30.77060504,0.368836894,7,"MYL9"
"142",1.11e-73,5.91881204,0.962,0.034,3.63e-69,63.35859231,0.063816137,7,"ACTA2"
"143",5.91e-63,5.394156663,1,0.043,1.93e-58,47.50434999,0.153394117,7,"TAGLN"
"144",3.44e-47,3.979992219,0.846,0.008,1.13e-42,14.96577701,0.011796141,7,"RGS5"
"145",3.27e-41,4.807243537,1,0.114,1.07e-36,76.62219748,1.772435381,7,"IGFBP7"
"146",1.65e-36,4.057440145,1,0.148,5.41e-32,39.22550989,1.415963498,7,"IFITM3"
"147",1.18e-34,4.11483966,1,0.082,3.85e-30,34.96780446,1.07598286,7,"VIM"
"148",1.37e-31,4.148123459,0.885,0.037,4.47e-27,23.33848248,0.372726158,7,"SPARCL1"
"149",2.68e-21,4.544667164,0.731,0.138,8.77e-17,59.16138331,1.577725554,7,"HSPA1A"
"150",1.6e-16,4.554675773,0.5,0.049,5.23e-12,29.69570111,0.306121352,7,"CXCL2"
"151",7.11e-35,-2.694147767,1,0.999,2.33e-30,19.75006259,133.2884625,7,"SPINK1"
"152",4.69e-30,-2.502079801,0.769,0.983,1.54e-25,4.016573759,27.41896608,7,"KRT8"
"153",1.69e-27,-2.395820002,0.731,0.986,5.53e-23,4.326820184,27.03378391,7,"S100P"
"154",1.3e-25,-2.435012682,0.385,0.969,4.24e-21,1.866655813,14.50198846,7,"MGST1"
"155",3.47e-24,-2.533000866,0.654,0.982,1.13e-19,4.395119315,30.22556413,7,"KRT18"
"156",2.01e-23,-2.651959876,0.5,0.971,6.57e-19,2.705592126,22.29040737,7,"UPK1B"
"157",2.98e-23,-2.841054704,0.231,0.951,9.75e-19,0.811717922,11.98175073,7,"ELF3"
"158",8.53e-13,-2.423941433,0.538,0.957,2.79e-08,2.640802317,18.53782332,7,"IGFBP3"
"159",4.09e-09,-2.790758332,0.5,0.91,0.000133833,1.887038464,18.97811637,7,"KRT14"
"160",2.12e-07,-2.572596242,0.615,0.916,0.006938513,2.377665355,19.09302178,7,"CRCT1"
"161",1.24e-94,4.872867262,0.951,0.039,4.07e-90,30.03661949,0.05924202,8,"KRT13"
"162",1.14e-81,3.284706017,0.902,0.028,3.73e-77,9.058766861,0.032166369,8,"GPX2"
"163",1.26e-78,3.847254921,0.805,0.03,4.11e-74,13.89529465,0.034927594,8,"LY6D"
"164",1.39e-73,3.841052406,0.707,0.148,4.54e-69,16.72232181,0.236655204,8,"S100A2"
"165",2.73e-68,3.0211464,0.878,0.087,8.94e-64,8.495310789,0.169643459,8,"AGR2"
"166",4.01e-61,3.127113513,0.829,0.014,1.31e-56,7.984599618,0.028356651,8,"TRIM31"
"167",2.2e-57,3.087689862,0.78,0.02,7.19e-53,7.80296535,0.035480028,8,"SLPI"
"168",2.39e-49,4.223726067,0.683,0.119,7.83e-45,25.42962321,0.414564426,8,"IL8"
"169",1.97e-41,3.00196483,0.976,0.227,6.44e-37,23.1064154,2.009200854,8,"CD74"
"170",4.73e-30,3.489609382,0.39,0.035,1.55e-25,11.01024836,0.069239247,8,"CXCL1"
"171",6.11e-55,-3.110264253,1,0.999,2e-50,14.61877824,133.8745142,8,"SPINK1"
"172",2.68e-50,-3.308352666,0.732,0.992,8.76e-46,2.226513201,30.9629485,8,"LGALS1"
"173",9.31e-44,-2.494051969,0.561,0.954,3.05e-39,1.053151427,10.56659248,8,"DEK"
"174",1.36e-38,-2.735784655,0.683,0.971,4.46e-34,2.510297623,22.38283595,8,"UPK1B"
"175",2.65e-26,-3.000064344,0.39,0.927,8.66e-22,0.839673729,13.71804624,8,"IGF2"
"176",1.58e-25,-2.647097349,0.415,0.913,5.16e-21,0.626371269,9.187682389,8,"CST6"
"177",7.59e-18,-2.433160079,0.293,0.83,2.48e-13,0.587670487,7.574613232,8,"UPK1A"
"178",2.2e-13,-2.95308444,0.683,0.91,7.2e-09,1.590429264,19.06036052,8,"KRT14"
"179",2.51e-13,-2.437323372,0.39,0.851,8.23e-09,0.713833181,8.282735819,8,"FN1"
"180",9.74e-13,-2.831107239,0.683,0.916,3.19e-08,1.835308623,19.17662575,8,"CRCT1"
