"","p_val","avg_logFC","pct_in_cluster","pct_out_cluster","p_val_adj","avg_UMI_in_cluster","avg_UMI_out_cluster","cluster","gene"
"195",3.25e-253,-3.856669655,0.027,0.488,9.11e-249,0.183023513,16.13825601,9,"Igfbp7"
"196",1.78e-225,-4.081236632,0.008,0.412,4.97e-221,0.039215124,16.59057776,9,"Col1a1"
"197",1.75e-219,-4.192056884,0.007,0.403,4.91e-215,0.047590407,18.1481305,9,"Col1a2"
"198",1.08e-169,-4.792210961,0.03,0.386,3.04e-165,0.218752806,32.76874132,9,"Mgp"
"199",2.69e-167,-3.196942576,0.066,0.447,7.52e-163,0.622201651,13.87580405,9,"Ccl2"
"200",1.33e-22,-3.743712325,0.09,0.197,3.73e-18,0.784084638,22.89929878,9,"Psca"
"201",0,3.772106876,0.894,0.037,0,13.99965654,0.097903067,10,"Plvap"
"202",0,3.559768356,0.899,0.017,0,11.34519615,0.046889736,10,"Emcn"
"203",0,3.539634262,0.954,0.29,0,31.15541076,1.765145415,10,"Tm4sf1"
"204",0,3.422902431,0.932,0.021,0,10.45699884,0.068254092,10,"Cdh5"
"205",0,3.306460772,0.902,0.038,0,10.3374326,0.145963662,10,"Egfl7"
"206",0,3.217513543,0.894,0.033,0,9.025808973,0.077832656,10,"Flt1"
"207",0,3.199610495,0.953,0.161,0,12.15120533,0.431485077,10,"Pecam1"
"208",0,3.030066731,0.662,0.037,0,8.548672055,0.168966332,10,"Aqp1"
"209",0,2.830645966,0.799,0.005,0,6.171199266,0.008050867,10,"Tmem252"
"210",2.73e-297,3.551667411,0.456,0.143,7.64e-293,20.44593099,0.828885341,10,"Fabp4"
"211",8.02e-140,-4.897816939,0.046,0.378,2.24e-135,0.184904953,34.32428065,10,"Lyz2"
"212",6.25e-132,-4.700820934,0.252,0.434,1.75e-127,0.566569045,39.74155925,10,"Dcn"
"213",4.87e-124,-5.015368415,0.316,0.615,1.36e-119,2.517120472,112.753188,10,"Cxcl2"
"214",2.66e-118,-4.712413514,0.041,0.359,7.44e-114,0.279660874,32.54846941,10,"Il1b"
"215",1.42e-111,-3.935462364,0.206,0.529,3.96e-107,1.22951877,33.11169905,10,"Cd14"
"216",7.24e-102,-3.940728603,0.28,0.439,2.03e-97,1.021316441,30.03929315,10,"Col3a1"
"217",4.29e-88,-3.839577664,0.115,0.353,1.2e-83,0.452772447,19.79819483,10,"H2-Aa"
"218",7.79e-78,-4.042366331,0.229,0.442,2.18e-73,2.805875426,61.70874192,10,"Cd74"
"219",1.38e-57,-4.147863089,0.018,0.198,3.87e-53,0.034331383,17.33542198,10,"Ccl3"
"220",1.37e-23,-3.837263161,0.03,0.128,3.84e-19,1.032633676,28.05296289,10,"S100a9"
"221",0,3.909106315,0.965,0.277,0,104.8038334,6.042764167,11,"Slpi"
"222",0,3.322310898,0.786,0.175,0,113.0197943,10.39895444,11,"Saa3"
"223",0,3.039813334,0.994,0.457,0,63.48606234,6.84135045,11,"C3"
"224",0,2.871621528,0.982,0.2,0,14.74244556,1.150938455,11,"Ptgis"
"225",0,2.858904719,0.857,0.023,0,6.711271248,0.062942825,11,"Upk3b"
"226",0,2.825787637,0.981,0.242,0,18.47427347,1.746720218,11,"Igfbp6"
"227",0,2.603925372,0.983,0.454,0,25.27655914,3.322239732,11,"Csrp2"
"228",0,2.522289822,0.935,0.041,0,5.250538602,0.088009149,11,"Nkain4"
"229",0,2.373067046,0.981,0.225,0,16.97260372,2.469338184,11,"Clu"
"230",0,2.352510707,0.986,0.736,0,82.42831427,15.33567861,11,"Lgals1"
"231",4.82e-215,-4.531456351,0.061,0.573,1.35e-210,0.096836393,24.36565829,11,"Srgn"
"232",2.97e-150,-3.554842624,0.008,0.399,8.31e-146,0.01777315,10.96093828,11,"Tyrobp"
"233",4.54e-142,-3.449624926,0.01,0.384,1.27e-137,0.009672273,10.0311555,11,"Ctss"
"234",1.91e-138,-5.113570278,0.008,0.378,5.35e-134,0.016160561,34.18036765,11,"Lyz2"
"235",2.51e-127,-5.049917354,0.008,0.358,7.01e-123,0.008726212,32.41564939,11,"Il1b"
"236",1.5e-119,-3.394723333,0.617,0.516,4.21e-115,2.227379232,32.94404154,11,"Cd14"
"237",9.71e-66,-4.139237604,0.001,0.197,2.72e-61,0.036252178,17.25997314,11,"Ccl3"
"238",1.5e-49,-3.712780483,0.004,0.162,4.19e-45,0.003534381,12.15802019,11,"Ccl4"
"239",5.97e-40,-4.523783207,0.011,0.154,1.67e-35,0.038899852,22.89836137,11,"S100a8"
"240",1.67e-32,-4.804753449,0.01,0.128,4.67e-28,0.036291791,27.96389522,11,"S100a9"
"241",0,3.158904294,0.635,0.101,0,11.67792414,0.419460144,12,"Satb1"
"242",0,2.77967229,0.648,0.057,0,8.018825101,0.313364362,12,"Cd3g"
"243",0,2.74872034,0.583,0.056,0,7.847275936,0.316322488,12,"Icos"
"244",0,2.718654466,0.928,0.507,0,20.70779249,2.297760557,12,"Vps37b"
"245",0,2.593784992,0.905,0.407,0,14.122588,1.505065209,12,"Ets1"
"246",0,2.514678149,0.629,0.062,0,5.657705653,0.165013715,12,"Gimap3"
"247",4.94065645841247e-324,2.861404525,0.467,0.035,1.38328499522632e-319,7.45300074,0.16316765,12,"Cxcr6"
"248",1.41e-282,2.462697797,0.703,0.206,3.95e-278,11.81041327,1.323898916,12,"Ramp3"
"249",7.59e-119,3.624595341,0.244,0.074,2.12e-114,23.58670299,0.993372099,12,"Ccl5"
"250",1.56e-68,2.800467736,0.101,0.005,4.37e-64,7.019491113,0.151123765,12,"Gzma"
"251",8.32e-180,-4.78390346,0.007,0.481,2.33e-175,0.016533148,27.00399446,12,"Sparc"
"252",6.85e-164,-4.935094864,0.004,0.446,1.92e-159,0.009712815,29.88939866,12,"Col3a1"
"253",8.46e-160,-5.327769558,0.006,0.44,2.37e-155,0.008841933,39.51740033,12,"Dcn"
"254",4.76e-151,-4.34034808,0.161,0.623,1.33e-146,0.493528808,29.25440161,12,"Cxcl1"
"255",3.37e-120,-5.009467479,0.015,0.381,9.44e-116,0.031951834,32.23987642,12,"Mgp"
"256",2.56e-102,-4.403577455,0.182,0.527,7.17e-98,0.603338037,32.93391737,12,"Cd14"
"257",1.9e-90,-4.618571898,0.349,0.438,5.31e-86,1.539447669,61.38324273,12,"Cd74"
"258",1.81e-74,-4.754315158,0.553,0.607,5.08e-70,3.18914113,112.0619478,12,"Cxcl2"
"259",8.51e-64,-4.230738058,0.217,0.352,2.38e-59,0.775665519,32.33805209,12,"Il1b"
"260",9.47e-19,-4.255705182,0.093,0.195,2.65e-14,0.23288403,22.55142228,12,"Psca"
"261",9.25e-297,1.867797327,0.986,0.882,2.59e-292,72.67704822,19.18687979,13,"Psap"
"262",1.97e-265,2.334941323,0.754,0.34,5.51e-261,15.11958937,2.194968628,13,"Gatm"
"263",1.12e-236,1.733940349,0.933,0.407,3.13e-232,21.41126878,5.737493954,13,"Laptm5"
"264",3.15e-171,1.656319476,0.769,0.445,8.81e-167,12.99456387,3.439739858,13,"Abca1"
"265",1.73e-168,2.068162638,0.646,0.325,4.85e-164,14.94889284,2.803220894,13,"Mafb"
"266",6.63e-136,1.65708608,0.716,0.288,1.86e-131,14.55407211,3.931868549,13,"Ccl9"
"267",1.79e-130,1.767966549,0.72,0.602,5e-126,35.63173851,9.75589534,13,"Hmox1"
"268",1.99e-114,1.757339575,0.616,0.257,5.56e-110,21.67150089,5.706074092,13,"Arg1"
"269",2.72e-61,2.005210674,0.305,0.105,7.61e-57,10.13950842,1.774836928,13,"Ccl24"
"270",3.55e-29,1.85411858,0.211,0.104,9.93e-25,8.012579447,1.492893918,13,"Chil3"
"271",2.69e-165,-3.939290565,0.014,0.481,7.53e-161,0.099525823,15.86747423,13,"Igfbp7"
"272",1.56e-154,-4.563162206,0.026,0.48,4.37e-150,0.183593853,26.98023772,13,"Sparc"
"273",4.97e-150,-4.97567549,0.009,0.44,1.39e-145,0.286564972,39.48175145,13,"Dcn"
"274",3.07e-146,-4.806044086,0.015,0.445,8.6e-142,0.103341068,29.86549271,13,"Col3a1"
"275",1.23e-141,-4.094930956,0.003,0.405,3.44e-137,0.01286667,16.30809731,13,"Col1a1"
"276",6.03e-135,-4.188983837,0.005,0.396,1.69e-130,0.032866961,17.83884062,13,"Col1a2"
"277",1.67e-101,-4.781527035,0.03,0.38,4.69e-97,0.207574394,32.21214751,13,"Mgp"
"278",5.29e-58,-4.540585785,0.003,0.197,1.48e-53,0.011524155,22.54120976,13,"Psca"
"279",3.35e-05,-4.114706486,0.081,0.126,0.937802211,0.666945647,27.87829276,13,"S100a9"
"280",0.000118241,-3.869877359,0.106,0.151,1,0.629701625,22.82633607,13,"S100a8"
"281",0,4.110358233,0.972,0.014,0,17.3944314,0.064989306,14,"Cd79a"
"282",0,3.251450779,0.957,0.149,0,14.71010841,0.649661991,14,"Ebf1"
"283",0,3.077803977,0.71,0.013,0,7.856249907,0.048910771,14,"Mzb1"
"284",0,2.971934228,0.77,0.026,0,7.178675918,0.0424174,14,"Cd79b"
"285",0,2.813713569,0.745,0.007,0,6.203368725,0.024527128,14,"Ms4a1"
"286",0,2.327959712,0.835,0.268,0,7.169601023,0.627103373,14,"Arap2"
"287",0,2.209774424,0.69,0.008,0,3.690743741,0.013989184,14,"Pou2af1"
"288",0,2.176018331,0.769,0.181,0,5.494573341,0.43715575,14,"Mef2c"
"289",3.71e-244,2.296378256,0.57,0.103,1.04e-239,6.683752977,0.564208559,14,"Satb1"
"290",6.66e-74,4.810816746,0.151,0.025,1.86e-69,38.61273356,0.411349809,14,"Jchain"
"291",4.31e-156,-4.71447903,0.024,0.48,1.21e-151,0.064920328,26.9586836,14,"Sparc"
"292",2.73e-144,-4.905394669,0.014,0.445,7.63e-140,0.029069739,29.84009757,14,"Col3a1"
"293",5.07e-144,-5.248077789,0.011,0.439,1.42e-139,0.06440106,39.45145361,14,"Dcn"
"294",3.38e-137,-4.106864243,0.003,0.405,9.46e-133,0.003670095,16.29339691,14,"Col1a1"
"295",8.99e-131,-4.222000873,0.005,0.395,2.52e-126,0.00865598,17.82313565,14,"Col1a2"
"296",8.76e-130,-4.286221846,0.206,0.621,2.45e-125,0.548147703,29.20603605,14,"Cxcl1"
"297",7.97e-101,-4.973995705,0.03,0.38,2.23e-96,0.055945661,32.18665461,14,"Mgp"
"298",1.76e-90,-4.337928192,0.239,0.525,4.93e-86,0.675281118,32.87928204,14,"Cd14"
"299",7.82e-85,-4.531653236,0.572,0.607,2.19e-80,3.879799331,111.8666194,14,"Cxcl2"
"300",4.74e-24,-4.357448391,0.068,0.195,1.33e-19,0.147259425,22.51712917,14,"Psca"
"301",0,3.983688021,0.589,0.043,0,25.90985311,0.700989918,15,"Ccl17"
"302",0,3.882199966,0.847,0.097,0,24.37305014,0.720735184,15,"Ccr7"
"303",0,3.747486385,0.998,0.915,0,272.4405539,19.35903153,15,"Cst3"
"304",0,3.425481221,0.525,0.025,0,10.70104812,0.089060905,15,"Ccl22"
"305",0,3.36287204,0.861,0.135,0,13.00554897,0.361365627,15,"Tbc1d4"
"306",0,2.779788724,0.933,0.176,0,11.04223475,0.753506182,15,"Napsa"
"307",0,2.690335688,0.9,0.104,0,6.902495724,0.224313192,15,"Pkib"
"308",0,2.566548526,0.963,0.329,0,105.6937471,17.01071178,15,"H2-Aa"
"309",3.78196656049457e-312,2.580423093,0.965,0.401,1.06e-307,124.5138437,19.98489871,15,"H2-Ab1"
"310",5.58e-92,2.947322139,0.32,0.072,1.56e-87,16.14434946,1.222739871,15,"Ccl5"
"311",1.9e-152,-4.7536797,0.043,0.479,5.32e-148,0.036122811,26.95190521,15,"Sparc"
"312",7.98e-134,-5.309775486,0.032,0.438,2.23e-129,0.019592318,39.44159225,15,"Dcn"
"313",1.83e-133,-4.913657341,0.033,0.444,5.13e-129,0.022922173,29.83193917,15,"Col3a1"
"314",1.15e-127,-3.919923724,0.073,0.478,3.23e-123,0.113118124,15.84829182,15,"Igfbp7"
"315",2.23e-125,-4.219125944,0.01,0.395,6.25e-121,0.010398938,17.81812486,15,"Col1a2"
"316",2.77e-121,-4.085415924,0.025,0.404,7.74e-117,0.018413684,16.28848606,15,"Col1a1"
"317",2.5e-69,-4.930845534,0.104,0.378,7.01e-65,0.087685692,32.17690166,15,"Mgp"
"318",1.63e-23,-4.097143832,0.212,0.122,4.57e-19,0.685435235,27.8453132,15,"S100a9"
"319",2.99e-21,-4.367822076,0.105,0.194,8.37e-17,0.138747864,22.51110472,15,"Psca"
"320",1.17e-12,-3.742071496,0.209,0.149,3.28e-08,0.778401719,22.79609179,15,"S100a8"
"321",0,2.424072888,0.871,0.05,0,6.267598492,0.354167153,16,"Tnfrsf4"
"322",0,2.39362683,0.916,0.117,0,7.762704022,0.667572285,16,"Tnfrsf9"
"323",0,2.300534907,0.914,0.046,0,5.581722243,0.336009473,16,"Ctla4"
"324",0,1.97644725,0.922,0.054,0,4.652925651,0.436492511,16,"Icos"
"325",0,1.859936263,0.895,0.064,0,3.539302384,0.250525376,16,"Tnfrsf18"
"326",0,1.833091466,0.914,0.057,0,4.157262756,0.447450573,16,"Cd3g"
"327",0,1.799637302,0.757,0.04,0,3.08479713,0.173344881,16,"Il2ra"
"328",1.01e-285,1.851514538,0.947,0.191,2.82e-281,7.388738324,1.324530419,16,"Il7r"
"329",6.65e-247,2.085702185,0.848,0.197,1.86e-242,7.064542988,0.899856685,16,"Ikzf2"
"330",3.49e-202,1.640552516,0.928,0.404,9.78e-198,6.897755073,1.533075559,16,"Fam46a"
"331",9.46e-113,-4.721873211,0.078,0.476,2.65e-108,0.052988939,26.78748758,16,"Sparc"
"332",1.32e-97,-4.896757057,0.042,0.442,3.7e-93,0.028871065,29.65008683,16,"Col3a1"
"333",1.83e-90,-5.240058527,0.078,0.435,5.13e-86,0.063691633,39.2004152,16,"Dcn"
"334",2.43e-89,-4.080813945,0.04,0.402,6.8e-85,0.015808335,16.18933897,16,"Col1a1"
"335",3.2e-88,-4.209597529,0.027,0.393,8.96e-84,0.011225355,17.70953855,16,"Col1a2"
"336",1.24e-75,-3.557936754,0.287,0.472,3.46e-71,0.42193575,15.74656189,16,"Igfbp7"
"337",8.05e-47,-4.901301147,0.137,0.376,2.25e-42,0.103632867,31.98095969,16,"Mgp"
"338",1.96e-31,-4.512116779,0.023,0.195,5.48e-27,0.024479957,22.37684842,16,"Psca"
"339",4.7e-27,-3.239562605,0.281,0.148,1.32e-22,1.503763698,22.64824169,16,"S100a8"
"340",1.31e-08,-3.50652029,0.162,0.124,0.000365458,1.522140928,27.66402258,16,"S100a9"
"341",0,3.795810022,0.941,0.052,0,16.09979352,0.231227173,17,"Tnfrsf4"
"342",0,3.51008051,0.899,0.049,0,13.17019665,0.243759344,17,"Ctla4"
"343",0,3.466388524,0.936,0.12,0,16.33075836,0.567944351,17,"Tnfrsf9"
"344",0,3.179131204,0.941,0.059,0,11.28323596,0.356122564,17,"Cd3g"
"345",0,2.99372701,0.835,0.058,0,9.946633563,0.374291789,17,"Icos"
"346",0,2.956648268,0.91,0.067,0,8.262968877,0.193192156,17,"Tnfrsf18"
"347",1.48219693752374e-323,3.136963294,0.843,0.2,4.14985498567897e-319,14.90000784,0.807495778,17,"Ikzf2"
"348",1.55373764304155e-319,2.700413559,0.886,0.407,4.35015465298774e-315,14.83449926,1.436120981,17,"Fam46a"
"349",5.92e-290,2.718666315,0.91,0.29,1.66e-285,14.68704536,1.383093288,17,"AW112010"
"350",1.16e-249,2.718931983,0.851,0.249,3.24e-245,10.98523724,0.820398848,17,"Hopx"
"351",1.03e-90,-4.562000811,0.035,0.475,2.88e-86,0.171938051,26.6824,17,"Sparc"
"352",1.94e-87,-5.309491376,0.008,0.435,5.44e-83,0.009917467,39.04995655,17,"Dcn"
"353",2.33e-81,-4.883651694,0.024,0.44,6.54e-77,0.034379107,29.53552477,17,"Col3a1"
